	Biomarker	Condition Types Full	Condition Categories	Condition Name	Clinical Status	Biomarker Type	Chinese Name
145	5-Hydroxylysine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	5-羟基赖氨酸
146	5-Methyltetrahydrofolic acid	A.I.D.S.	Immune System Disorder,Viral Infection	A.I.D.S.	Investigational	Chemical Biomarkers	5-甲基四氢叶酸
147	5-alpha-Cholestanol	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	5-α-胆甾烷醇
148	5a-Pregnane-3,20-dione	Prepartum Depression	Mental or Behavioural Disorder	Prepartum Depression	Investigational	Chemical Biomarkers	5a-孕烷-3,20-二酮
149	6-Keto-prostaglandin F1a	Rheumatoid Arthritis	Immune System Disorder,Musculoskeletal System Disorder	Rheumatoid Arthritis	Investigational	Chemical Biomarkers	6-酮-前列腺素F1a
150	6-Keto-prostaglandin F1a	Systemic Juvenile Rheumatoid Arthritis	Immune System Disorder,Musculoskeletal System Disorder	Rheumatoid Arthritis	Investigational	Chemical Biomarkers	6-酮-前列腺素F1a
151	6-Keto-prostaglandin F1a	Cardiopulmonary Resuscitation	Others	Cardiopulmonary Resuscitation	Investigational	Chemical Biomarkers	6-酮-前列腺素F1a
152	7a-Hydroxycholesterol	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	7a-羟基胆固醇
153	8-Dehydrocholesterol	Smith Lemli Opitz Syndrome	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Smith Lemli Opitz Syndrome	Investigational	Chemical Biomarkers	8-脱氢胆固醇
154	8-Hydroxyguanine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	8-羟基鸟嘌呤
155	8-Hydroxyguanosine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	8-羟基鸟苷
156	ADP	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	ADP
157	ADP	Subarachnoid Hemorrhage	Hematological or Lymphatic System Disorder,Nervous System Disorder	Subarachnoid Hemorrhage	Investigational	Chemical Biomarkers	ADP
158	ADP	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	ADP
159	Acetaldehyde	Aldehyde Dehydrogenase Deficiency	Visual System Disorder,Germ-Line Disorder,Skin Disorder,Nervous System Disorder,Metabolic Disorder	Aldehyde Dehydrogenase Deficiency	Clinical	Chemical Biomarkers	乙醛
160	Acetic acid	Argininosuccinic Aciduria	Germ-Line Disorder,Metabolic Disorder	Argininosuccinic Aciduria	Clinical	Chemical Biomarkers	醋酸
161	Acetic acid	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Investigational	Chemical Biomarkers	醋酸
162	Acetoacetic acid	Glucose Transporter Type 1 Deficiency Syndrome	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder,Metabolic Disorder,Mental or Behavioural Disorder	Glucose Transporter Type 1 Deficiency Syndrome	Clinical	Chemical Biomarkers	乙酰乙酸
163	Acetoacetic acid	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Clinical	Chemical Biomarkers	乙酰乙酸
164	Acetoacetic acid	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Clinical	Chemical Biomarkers	乙酰乙酸
165	Acetoin	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	3-羟基丁酮
166	Acetone	Hepatic Encephalopathy	Others,Nervous System Disorder,Digestive System Disorder	Hepatic Encephalopathy	Clinical	Chemical Biomarkers	丙酮
167	Acetone	Irritable Bowel Syndrome	Lower Gastrointestinal Disorder	Irritable Bowel Syndrome	Clinical	Chemical Biomarkers	丙酮
168	Acetone	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Clinical	Chemical Biomarkers	丙酮
169	Acetylcholine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	乙酰胆碱
170	Acetylcholinesterase	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Protein Biomarkers	乙酰胆碱酯酶
171	Acetylglycine	Aminoacylase I Deficiency	Germ-Line Disorder,Metabolic Disorder	Aminoacylase I Deficiency	Clinical	Chemical Biomarkers	乙酰甘氨酸
172	Acrolein	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	
173	Adenine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	腺嘌呤
174	Adenosine	Adenylosuccinate Lyase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Adenylosuccinate Lyase Deficiency	Clinical	Chemical Biomarkers	腺苷
175	Adenosine	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Chemical Biomarkers	腺苷
176	Adenosine deaminase	Tuberculosis	Bacterial Infection	Tuberculosis	Investigational	Protein Biomarkers	腺苷脱氨酶
177	Adenosine triphosphate	Stroke	Cardiovascular System Disorder	Stroke	Investigational	Chemical Biomarkers	三磷酸腺苷
178	Adenosine triphosphate	Subarachnoid Hemorrhage	Hematological or Lymphatic System Disorder,Nervous System Disorder	Subarachnoid Hemorrhage	Investigational	Chemical Biomarkers	三磷酸腺苷
179	Adipic acid	Carnitine Acylcarnitine Translocase Deficiency	Germ-Line Disorder,Cardiovascular System Disorder,Metabolic Disorder	Carnitine Acylcarnitine Translocase Deficiency	Clinical	Chemical Biomarkers	己二酸
180	Adrenocorticotropic hormone	Cushing's Syndrome	Endocrine System Disorder	Cushing's Syndrome	Investigational	Protein Biomarkers	促腎上腺皮質激素
181	Adrenocorticotropic hormone	Addison's Disease	Immune System Disorder,Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Nervous System Disorder,Endocrine System Disorder,Urinary System Disorder	Addison's Disease	Investigational	Protein Biomarkers	促腎上腺皮質激素
182	Alanine transaminase	Liver Disease	Others	Liver Disease	Investigational	Protein Biomarkers	谷丙氨酸转氨酶
183	Alanine transaminase	Chronic Active Hepatitis	Others	Chronic Active Hepatitis	Investigational	Protein Biomarkers	谷丙氨酸转氨酶
184	Albumin	Liver Disease	Others	Liver Disease	Investigational	Protein Biomarkers	白蛋白
185	Albumin	Chronic Kidney Disease	Urinary System Disorder	Chronic Kidney Disease	Investigational	Protein Biomarkers	白蛋白
186	Albumin	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Protein Biomarkers	白蛋白
187	Aldolase A	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Protein Biomarkers	醛缩酶A
188	Aldolase A	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Protein Biomarkers	醛缩酶A
189	Aldolase A	Hepatocellular Carcinoma	Cancer,Digestive System Disorder	Hepatocellular Carcinoma	Investigational	Protein Biomarkers	醛缩酶A
190	Aldolase A	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Protein Biomarkers	醛缩酶A
191	Aldolase A	Myocardial Infarction	Others,Cardiovascular System Disorder	Myocardial Infarction	Investigational	Protein Biomarkers	醛缩酶A
192	Aldolase A	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Protein Biomarkers	醛缩酶A
193	Aldolase A	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Protein Biomarkers	醛缩酶A
194	Aldolase A	Myopathy Related To Systemic Sclerosis	Visual System Disorder	Myopathy Related To Systemic Sclerosis	Investigational	Protein Biomarkers	醛缩酶A
195	Aldolase A	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Protein Biomarkers	醛缩酶A
196	Aldolase A	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Protein Biomarkers	醛缩酶A
197	Aldolase A	Prostate Cancer	Cancer,Germ-Line Disorder,Male Reproductive System Disorder,Nervous System Disorder	Prostate Cancer	Investigational	Protein Biomarkers	醛缩酶A
198	Aldolase A	Renal Cell Carcinoma	Cancer,Urinary System Disorder	Renal Cell Carcinoma	Investigational	Protein Biomarkers	醛缩酶A
199	Aldolase A	Liver Disease	Others	Liver Disease	Investigational	Protein Biomarkers	醛缩酶A
200	Aldolase A	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Protein Biomarkers	醛缩酶A
201	Aldosterone	Corticosterone Methyloxidase Type I Deficiency	Germ-Line Disorder,Metabolic Disorder,Endocrine System Disorder	Corticosterone Methyloxidase Type I Deficiency	Clinical	Chemical Biomarkers	醛甾酮
202	Aldosterone	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Immune System Disorder,Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Endocrine System Disorder,Urinary System Disorder	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Clinical	Chemical Biomarkers	醛甾酮
203	Aldosterone	Antenatal Bartter Syndrome Type 1	Metabolic Disorder	Antenatal Bartter Syndrome Type 1	Clinical	Chemical Biomarkers	醛甾酮
204	Aldosterone	Type 4B Bartter Syndrome	Germ-Line Disorder,Otorhinolaryngologic Disorder,Metabolic Disorder,Urinary System Disorder	Type 4B Bartter Syndrome	Clinical	Chemical Biomarkers	醛甾酮
205	Aldosterone	Antenatal Bartter Syndrome Type II	Metabolic Disorder	Antenatal Bartter Syndrome Type II	Clinical	Chemical Biomarkers	醛甾酮
206	Aldosterone	Congenital Adrenal Hyperplaia due to 17-alpha-Hydroxylase Deficiency	Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Metabolic Disorder,Endocrine System Disorder	Congenital Adrenal Hyperplaia due to 17-alpha-Hydroxylase Deficiency	Clinical	Chemical Biomarkers	醛甾酮
207	Allopregnanolone	Prepartum Depression	Mental or Behavioural Disorder	Prepartum Depression	Investigational	Chemical Biomarkers	
208	Alpha-1-antitrypsin	Alpha 1 Antitrypsin Deficiency	Germ-Line Disorder,Metabolic Disorder,Digestive System Disorder,Respiratory System Disorder,Urinary System Disorder	Alpha 1 Antitrypsin Deficiency	Investigational	Protein Biomarkers	α1-抗胰蛋白酶
209	Alpha-Hydroxyisobutyric acid	Lung Cancer	Cancer,Germ-Line Disorder,Respiratory System Disorder	Lung Cancer	Investigational	Chemical Biomarkers	Α-羟基异丁酸
210	Alpha-Hydroxyisobutyric acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	Α-羟基异丁酸
211	Alpha-Lactose	Adult Type Lactose Intolerance	Metabolic Disorder	Adult Type Lactose Intolerance	Investigational	Chemical Biomarkers	Α-乳糖
212	Alpha-Linolenic acid	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Chemical Biomarkers	α-亚麻酸
213	Alpha-N-Phenylacetyl-L-glutamine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	Α-N-苯乙酰基-L-谷氨酰胺
214	Alpha-Tocopherol	Abetalipoproteinemia	Visual System Disorder,Germ-Line Disorder,Hematological or Lymphatic System Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder,Digestive System Disorder	Abetalipoproteinemia	Investigational	Chemical Biomarkers	α-生育酚
215	Alpha-fetoprotein	Down Syndrome	Others	Down Syndrome	Investigational	Protein Biomarkers	甲胎蛋白
216	Alpha-fetoprotein	Renal Cell Carcinoma	Cancer,Urinary System Disorder	Renal Cell Carcinoma	Investigational	Protein Biomarkers	甲胎蛋白
217	Alpha-fetoprotein	Hepatocellular Carcinoma	Cancer,Digestive System Disorder	Hepatocellular Carcinoma	Investigational	Protein Biomarkers	甲胎蛋白
218	Aluminum	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Clinical	Chemical Biomarkers	铝自然色
219	Aminoadipic acid	Alpha Aminoadipic Aciduria	Germ-Line Disorder	Alpha Aminoadipic Aciduria	Clinical	Chemical Biomarkers	氨基己二酸
220	Ammonia	3 Hydroxyacyl Co A Dehydrogenase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder	3 Hydroxyacyl Co A Dehydrogenase Deficiency	Clinical	Chemical Biomarkers	氨
221	Ammonia	Argininosuccinic Aciduria	Germ-Line Disorder,Metabolic Disorder	Argininosuccinic Aciduria	Clinical	Chemical Biomarkers	氨
222	Ammonia	Classic Citrullinemia	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Classic Citrullinemia	Investigational	Chemical Biomarkers	氨
223	Ammonia	Adult Onset Type II Citrullinemia	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Digestive System Disorder	Adult Onset Type II Citrullinemia	Investigational	Chemical Biomarkers	氨
224	Ammonium	Coenzyme Q10 Deficiency	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Coenzyme Q10 Deficiency	Clinical	Chemical Biomarkers	
225	Amylase	Acute Pancreatitis	Digestive System Disorder	Acute Pancreatitis	Investigational	Protein Biomarkers	淀粉酶
226	Amyloid Beta42	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Protein Biomarkers	淀粉样蛋白β42
227	Anandamide	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	阿南达胺
228	Anandamide	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	阿南达胺
229	Androstanediol	Prostate Cancer	Cancer,Germ-Line Disorder,Male Reproductive System Disorder,Nervous System Disorder	Prostate Cancer	Investigational	Chemical Biomarkers	雄甾烷二醇
230	Androstenedione	Congenital Adrenal Hyperplasia	Endocrine System Disorder	Congenital Adrenal Hyperplasia	Clinical	Chemical Biomarkers	雄烯二酮
231	Androstenedione	Rheumatoid Arthritis	Immune System Disorder,Musculoskeletal System Disorder	Rheumatoid Arthritis	Clinical	Chemical Biomarkers	雄烯二酮
232	Androstenedione	11 Beta Hydroxylase Deficiency	Germ-Line Disorder,Female Reproductive System Disorder,Endocrine System Disorder	11 Beta Hydroxylase Deficiency	Clinical	Chemical Biomarkers	雄烯二酮
233	Androstenedione	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Immune System Disorder,Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Endocrine System Disorder,Urinary System Disorder	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Clinical	Chemical Biomarkers	雄烯二酮
234	Androstenedione	Polycystic Ovary Syndrome	Female Reproductive System Disorder,Endocrine System Disorder	Polycystic Ovary Syndrome	Clinical	Chemical Biomarkers	雄烯二酮
235	Androstenedione	Systemic Juvenile Rheumatoid Arthritis	Immune System Disorder,Musculoskeletal System Disorder	Rheumatoid Arthritis	Clinical	Chemical Biomarkers	雄烯二酮
236	Angiotensin II	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	血管紧张素Ⅱ
237	Angiotensin II	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Chemical Biomarkers	血管紧张素Ⅱ
238	Angiotensin-converting enzyme	Pulmonary Sarcoidosis	Immune System Disorder	Sarcoidosis	Investigational	Protein Biomarkers	血管紧张素转换酶
239	Angiotensin-converting enzyme	Sarcoidosis	Immune System Disorder	Sarcoidosis	Investigational	Protein Biomarkers	血管紧张素转换酶
240	Anserine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	鹅肌肽
241	Anserine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	鹅肌肽
242	Anti-Smith Antibodies	Systemic Lupus Erythematosus	Immune System Disorder,Skin Disorder	Systemic Lupus Erythematosus	Investigational	Protein Biomarkers	抗史密斯抗体
243	Anti-acetylcholine receptor antibody	Myasthenia Gravis	Immune System Disorder,Nervous System Disorder	Myasthenia Gravis	Investigational	Protein Biomarkers	抗乙酰胆碱受体抗体
244	Anti-beta2 glycoprotein1	Thrombosis	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Thrombosis	Investigational	Protein Biomarkers	抗β2糖蛋白1
245	Anti-cyclic Citrullinated Peptide	Systemic Juvenile Rheumatoid Arthritis	Immune System Disorder,Musculoskeletal System Disorder	Rheumatoid Arthritis	Investigational	Protein Biomarkers	抗环瓜氨酸肽
246	Anti-cyclic Citrullinated Peptide	Rheumatoid Arthritis	Immune System Disorder,Musculoskeletal System Disorder	Rheumatoid Arthritis	Investigational	Protein Biomarkers	抗环瓜氨酸肽
247	Anti-double stranded DNA antibodies	Systemic Lupus Erythematosus	Immune System Disorder,Skin Disorder	Systemic Lupus Erythematosus	Investigational	Protein Biomarkers	抗双链DNA抗体
248	Anti-gliadin antibody IgA	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Protein Biomarkers	抗鸟苷酸抗体IgA
249	Anti-gliadin antibody IgG	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Protein Biomarkers	抗鸟苷酸抗体IgG
250	Anti-ribosomal P antibodies	Systemic Lupus Erythematosus	Immune System Disorder,Skin Disorder	Systemic Lupus Erythematosus	Investigational	Protein Biomarkers	抗核糖体P抗体
251	Anticardiolipin antibody	Thrombosis	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Thrombosis	Investigational	Protein Biomarkers	抗心磷脂抗体
252	Antimony	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	锑
253	Antineutrophil cytoplasmic antibodies	Systemic Necrotising Vasculitis	Cardiovascular System Disorder	Systemic Necrotising Vasculitis	Investigational	Protein Biomarkers	抗中性粒细胞胞质抗体
254	Antithrombin	Antithrombin III Deficiency	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Antithrombin III Deficiency	Investigational	Protein Biomarkers	抗凝血酶
255	Apolipoprotein A1	Coronary Artery Disease	Others,Cardiovascular System Disorder	Coronary Artery Disease	Investigational	Protein Biomarkers	载脂蛋白A1
256	Apolipoprotein B-100	Cardiovascular disease	Cardiovascular System Disorder	Cardiovascular disease	Investigational	Protein Biomarkers	载脂蛋白B-100
257	Apolipoprotein E	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Protein Biomarkers	载脂蛋白E
258	Arachidonic acid	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Chemical Biomarkers	
259	Arachidonic acid	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	
260	Argininosuccinic acid	Argininosuccinic Aciduria	Germ-Line Disorder,Metabolic Disorder	Argininosuccinic Aciduria	Clinical	Chemical Biomarkers	精氨基琥珀酸
261	Ascorbic acid	Hyperoxalemia	Germ-Line Disorder,Others,Male Reproductive System Disorder,Female Reproductive System Disorder,Metabolic Disorder	Hyperoxalemia	Investigational	Chemical Biomarkers	抗坏血酸
262	Ascorbic acid	Primary hyperoxaluria Type I	Germ-Line Disorder,Others,Male Reproductive System Disorder,Female Reproductive System Disorder,Metabolic Disorder	Hyperoxalemia	Investigational	Chemical Biomarkers	抗坏血酸
263	Aspartate Transaminase	Diabetes Mellitus	Metabolic Disorder,Endocrine System Disorder	Diabetes Mellitus	Investigational	Protein Biomarkers	天门冬氨酸氨基转移酶
264	Aspartate Transaminase	Liver Disease	Others	Liver Disease	Investigational	Protein Biomarkers	天门冬氨酸氨基转移酶
